ClimbRate,Sgz,P,Q,CurRoll,AbsRoll,DiffClb,DiffRollRate,DiffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,DiffSaTime1,DiffSaTime2,DiffSaTime3,DiffSaTime4,Sa,Goal
-453,-36,-0.31,0.04,1.4,-11,-4,-0.026000000000000002,-0.1,-0.0012,-0.0012,-0.0012,-0.0014,0.0,0.0,0.0002,0.0,-0.0014,"[0.024, 0.078]"
-40,24,-0.17,0.15,0.9,-5,-17,-0.012,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-156,11,-0.12,0.1,-1.3,-8,-9,0.008,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
41,-18,-0.04,-0.11,0.1,-7,9,-0.008,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
-209,-18,0.25,0.08,-0.3,-10,-6,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
-203,-28,0.23,0.13,0.4,-11,-8,-0.02,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
-57,43,-0.06,0.29,-1.0,-11,-25,0.013000000000000001,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-215,-8,-0.25,0.22,0.5,-18,-6,-0.005,0.2,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,"[0.024, 0.078]"
-169,-38,-0.1,0.08,-0.3,-12,-3,-0.01,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.012, 0.017]"
-122,-13,0.26,0.1,1.8,-7,-7,-0.015,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007,"[0.012, 0.017]"
-522,-16,-0.47,0.08,-1.0,-20,13,-0.009,-0.4,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.017, 0.019]"
48,61,0.29,0.09,0.8,-5,-11,-0.001,0.2,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
-164,12,-0.01,0.12,-0.8,-12,-7,-0.006,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
-138,-13,-0.2,0.02,0.8,-6,-1,-0.016,-0.1,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,"[0.02, 0.024]"
-300,-19,-0.27,-0.17,-0.1,-6,8,-0.002,3.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
18,-71,-0.4,-0.15,1.1,-10,18,-0.003,0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
571,-64,-0.42,-0.11,-0.1,-6,20,-0.005,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
172,-5,-0.13,-0.08,-1.2,-12,14,0.009,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
457,46,0.09,0.09,-1.8,-12,-5,0.013999999999999999,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-119,8,-0.24,0.29,-1.4,-22,8,0.019,-1.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
-437,-75,0.63,-0.14,-1.6,-14,23,0.027999999999999997,1.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
515,16,0.45,0.26,-0.3,-12,-4,0.01,-4.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.024, 0.078]"
-178,3,0.15,0.15,0.6,-5,-17,-0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
119,32,0.1,0.15,-0.2,-14,-7,-0.015,-0.5,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
556,-25,-0.08,0.03,-0.9,-12,4,0.009,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
286,-31,0.23,-0.1,-0.2,-12,16,0.013000000000000001,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
-52,-29,0.1,0.12,0.3,-9,-10,-0.011000000000000001,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
-288,3,0.02,0.26,-1.3,-21,1,-0.008,-0.2,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0.0,0.0,0.0,-0.0017,"[0.024, 0.078]"
-47,6,0.07,-0.01,0.3,-6,2,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
-45,-18,0.2,-0.05,-1.1,-7,6,0.007,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
-38,-22,0.45,0.05,-0.6,-10,-1,0.005,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
706,-49,-0.34,-0.08,-0.7,-7,6,0.011000000000000001,0.9,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
115,-20,-0.18,0.01,-0.1,-6,1,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
152,12,0.28,0.11,1.7,-11,-7,-0.016,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
239,-16,0.31,-0.02,-0.2,-16,13,0.018000000000000002,0.0,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-49,-14,0.44,0.02,-0.1,-7,-1,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0002,0.0,-0.0002,0.0,-0.0003,"[0.02, 0.024]"
-242,-41,-0.25,0.03,0.2,-19,7,0.018000000000000002,1.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0001,0.0,-0.0008,"[0.017, 0.019]"
47,62,0.35,0.03,0.4,-8,-2,-0.002,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
535,17,0.11,0.14,0.9,-14,-10,-0.01,0.6,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
-184,5,0.06,0.15,0.9,-12,-12,-0.016,0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
-77,-6,-0.05,0.28,1.3,-18,-13,-0.013000000000000001,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,"[0.024, 0.078]"
-55,-35,-0.31,0.08,-0.9,-14,0,0.011000000000000001,-0.2,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-55,-45,-0.09,0.08,-0.6,-6,-9,0.012,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002,"[0.012, 0.017]"
97,2,-0.08,0.16,-0.7,-14,-4,0.006,-0.5,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,"[0.02, 0.024]"
367,-13,-0.06,0.06,-1.0,-14,2,0.01,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
89,-15,-0.31,-0.05,0.4,-7,5,-0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
294,-22,-0.61,0.08,-0.7,-16,3,-0.011000000000000001,0.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.02, 0.024]"
59,29,0.44,0.09,-0.1,-8,-7,0.007,-0.2,-0.0007,-0.0005,-0.0005,-0.0004,-0.0003,0.0,-0.0002,0.0,-0.0004,"[0.024, 0.078]"
208,1,0.03,0.06,-0.3,-12,0,0.009,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.024, 0.078]"
-119,-11,-0.18,0.04,2.7,-16,8,-0.016,0.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.02, 0.024]"
-456,-4,-0.15,0.21,0.9,-13,-24,-0.001,1.8,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.019, 0.02]"
23,-11,0.22,0.14,0.4,-10,-12,-0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
100,-22,0.12,0.03,1.7,-4,-3,-0.013999999999999999,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
66,-4,0.35,0.1,-1.0,-17,1,0.017,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-726,-53,-0.29,0.11,-0.4,-10,-7,-0.009,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
-166,-37,0.07,0.06,1.2,-13,0,0.01,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
-11,-51,-0.22,-0.07,-0.8,-9,10,0.011000000000000001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-7,14,-0.03,0.17,1.9,-11,-18,-0.025,0.5,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.017, 0.019]"
-55,-23,0.23,0.08,-0.2,-7,-7,-0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-586,5,0.21,0.22,0.6,-15,-8,-0.012,-1.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.024, 0.078]"
322,-23,0.23,-0.04,-0.5,-13,11,0.011000000000000001,0.0,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
236,-4,0.38,0.16,-0.7,-12,-5,0.022000000000000002,-3.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
-314,-92,-0.39,-0.03,-0.3,-10,8,0.013999999999999999,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
-203,-14,-0.31,0.06,0.4,-16,5,-0.01,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,"[0.017, 0.019]"
298,-6,0.1,-0.09,-0.7,-7,10,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.019, 0.02]"
426,19,0.21,0.04,-1.1,-12,3,0.009,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
252,15,-0.98,0.3,-0.5,-19,-18,0.006,1.5,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
280,-1,0.17,0.01,0.7,-9,2,-0.006,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-219,-10,0.15,0.07,0.6,-5,-7,-0.006,-0.1,-0.0005,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
222,-25,-0.04,0.02,0.8,-15,9,0.015,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-54,5,-0.08,0.27,0.8,-10,-27,-0.02,-0.7,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
-275,-10,0.34,0.03,-1.8,-9,-2,0.018000000000000002,-0.1,-0.0004,-0.0003,-0.0003,-0.0002,-0.0002,0.0,-0.0002,0.0,-0.0002,"[0.019, 0.02]"
-240,-28,0.66,0.08,0.8,-12,1,-0.008,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.019, 0.02]"
-225,-6,-0.65,0.12,-0.4,-11,-8,-0.007,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.017, 0.019]"
273,-4,0.2,-0.06,-0.5,-9,9,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
53,-37,-0.44,-0.09,1.3,-14,16,-0.008,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
-300,-26,-0.34,-0.19,0.3,-6,5,-0.01,1.6,-0.0008,-0.0009,-0.0009,-0.0011,0.0001,0.0,0.0002,0.0,-0.0011,"[0.024, 0.078]"
-764,9,0.31,-0.02,0.7,-19,14,-0.002,1.8,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.02, 0.024]"
-48,-3,-0.2,0.27,-1.6,-21,-12,0.024,1.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,"[0.024, 0.078]"
343,-6,0.13,-0.06,-0.3,-6,7,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
192,-30,0.3,0.18,2.7,-18,4,-0.018000000000000002,-0.7,-0.0023,-0.0021,-0.0021,-0.0021,-0.0002,0.0,0.0,0.0,-0.0021,"[0.024, 0.078]"
-111,-11,0.11,0.01,0.7,-7,1,-0.007,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
-192,-21,-0.28,0.14,0.8,-17,-2,-0.016,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.017, 0.019]"
154,-31,0.25,-0.03,-2.0,-18,17,0.037000000000000005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
128,3,0.07,0.11,-0.2,-13,-4,0.01,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.024, 0.078]"
217,44,0.23,0.18,0.8,-6,-15,0.003,-1.6,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
-73,-47,-0.3,-0.04,-0.8,-11,8,-0.006,0.0,-0.0005,-0.0007,-0.0007,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,"[0.017, 0.019]"
174,-7,0.14,-0.04,-1.0,-12,10,0.027000000000000003,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.019, 0.02]"
-416,-24,0.13,0.07,0.8,-7,-7,-0.013999999999999999,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
143,-27,0.22,0.18,0.0,-6,-19,-0.003,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
171,1,0.25,-0.01,0.8,-8,4,0.001,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
259,6,-0.18,-0.04,0.8,-6,5,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
387,-51,-0.34,-0.08,-0.6,-22,26,0.035,0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.024, 0.078]"
19,-19,-0.06,0.09,1.2,-18,6,0.0,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
-21,9,0.35,-0.03,-0.4,-13,15,0.016,-1.0,-0.0014,-0.001,-0.001,-0.0008,-0.0005,0.0,-0.0003,0.0,-0.0008,"[0.024, 0.078]"
-787,-16,0.05,0.08,1.9,-5,-6,-0.021,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
435,29,0.17,0.06,0.3,-6,-7,-0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
16,-14,-0.4,0.13,0.6,-15,1,0.006,-0.1,-0.0013,-0.0015,-0.0015,-0.0015,0.0003,0.0,0.0,0.0,-0.0015,"[0.024, 0.078]"
615,16,-0.05,0.05,-0.6,-7,-6,0.005,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
233,-13,0.25,0.17,-0.5,-7,-10,0.009,-3.2,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.019, 0.02]"
56,3,0.02,0.04,-1.5,-8,-2,0.01,0.0,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
512,-5,-0.19,0.1,-1.0,-17,6,0.01,-0.2,-0.0013,-0.0014,-0.0014,-0.0015,0.0001,0.0,0.0001,0.0,-0.0015,"[0.024, 0.078]"
85,21,0.62,0.13,1.4,-10,-12,-0.025,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.019, 0.02]"
45,8,-0.16,0.19,0.4,-13,-15,-0.015,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
479,-8,0.44,-0.01,-0.4,-11,7,0.008,-0.3,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-332,-37,-0.24,0.05,0.5,-6,-6,0.005,-0.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
428,-8,0.03,0.07,-0.6,-13,2,0.009,-0.7,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0001,0.0,-0.0006,"[0.02, 0.024]"
-212,9,0.08,0.07,0.6,-5,-7,-0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
78,-52,-0.24,0.17,-0.2,-19,1,-0.016,-0.2,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,"[0.024, 0.078]"
-250,-13,0.4,-0.02,0.3,-11,8,0.012,-0.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-200,-52,-0.15,0.09,-0.7,-17,6,0.007,-1.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
-185,-23,0.36,0.09,0.8,-16,3,0.007,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
74,-11,-0.57,0.17,-0.2,-10,-13,-0.001,-0.6,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
34,11,0.17,0.09,1.7,-4,-11,-0.01,-0.2,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
-394,-11,0.02,0.11,1.0,-9,-7,-0.011000000000000001,-0.8,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
-13,2,-0.07,0.1,1.6,-14,-3,0.015,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
230,-11,-0.25,-0.09,0.9,-8,10,-0.024,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
-334,-25,0.32,-0.01,1.1,-5,-8,-0.004,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
70,-15,-0.03,0.07,1.0,-5,-6,-0.013999999999999999,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
86,-55,-0.39,-0.08,1.2,-12,11,-0.007,0.3,-0.0011,-0.0012,-0.0012,-0.0013,0.0001,0.0,0.0001,0.0,-0.0013,"[0.024, 0.078]"
-270,-29,-0.32,0.04,-0.6,-7,-3,0.004,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
-114,-25,0.4,0.02,-0.5,-6,-2,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
-300,21,-0.09,-0.07,1.4,-15,-6,-0.004,3.9,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.017, 0.019]"
10,-20,0.29,0.02,-0.6,-8,0,0.009,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
-3,-62,0.04,-0.17,-1.3,-11,24,0.022000000000000002,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
149,-14,0.41,-0.16,-0.3,-9,20,0.015,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-54,-41,-0.07,-0.04,1.4,-5,4,-0.007,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-200,-27,0.28,0.12,1.1,-14,-13,-0.031,2.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.019, 0.02]"
8,2,0.37,0.12,0.7,-15,1,0.004,-0.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
-103,-5,0.24,0.16,1.5,-9,-13,-0.007,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.024, 0.078]"
-137,-4,-0.19,0.17,0.3,-11,-15,-0.021,0.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,"[0.019, 0.02]"
308,-12,0.04,-0.08,0.2,-10,12,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
-148,-60,-0.3,0.01,-1.7,-14,4,-0.004,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.017, 0.019]"
4,-7,0.11,0.14,-2.3,-13,-9,0.022000000000000002,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
132,-7,-0.26,0.01,1.0,-6,0,-0.016,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
26,-11,-0.35,-0.02,0.3,-13,8,-0.01,0.1,-0.0008,-0.001,-0.001,-0.001,0.0002,0.0,0.0,0.0,-0.001,"[0.019, 0.02]"
-129,-23,-0.07,-0.15,0.4,-11,4,-0.007,2.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
227,-9,0.15,0.01,0.1,-13,4,0.01,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
104,23,0.35,0.13,0.6,-5,-14,0.005,-0.1,-0.0003,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002,"[0.019, 0.02]"
567,2,-0.78,0.26,1.3,-18,-12,-0.027999999999999997,-0.6,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,"[0.024, 0.078]"
-320,-46,-0.65,-0.07,0.1,-11,2,-0.027999999999999997,3.7,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.017, 0.019]"
-218,45,-0.2,0.33,0.6,-11,-32,-0.016,0.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
369,-2,-0.1,-0.09,-0.4,-6,11,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
-334,-10,-0.23,0.07,0.7,-12,-4,0.001,0.3,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0001,0.0,-0.0008,"[0.02, 0.024]"
-355,-48,-0.46,0.04,0.2,-12,-8,-0.027000000000000003,1.6,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.02, 0.024]"
360,18,-0.02,0.04,-0.5,-10,1,0.003,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
142,-32,-0.16,0.2,0.3,-18,-4,-0.024,-0.2,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,-0.0021,"[0.024, 0.078]"
-294,47,0.33,0.04,0.8,-7,-4,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
